timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730499566834,572,HTTP Request of Login Page,200,OK,Test_user 1-70,text,false,Tidy Parser errors: 13 (allowed 0) Tidy Parser warnings: 131 (allowed 1),35237,474,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,132,0,68
1730499566834,132,HTTP Request of Login Page-0,301,Moved Permanently,Test_user 1-70,,true,,291,237,2,2,http://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,132,0,68
1730499566966,440,HTTP Request of Login Page-1,200,OK,Test_user 1-70,text,true,,34946,237,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,384,0,0
1730499566961,745,HTTP Request of Login Page,200,OK,Test_user 1-71,text,false,Tidy Parser errors: 13 (allowed 0) Tidy Parser warnings: 131 (allowed 1),35237,474,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,122,0,65
1730499566961,122,HTTP Request of Login Page-0,301,Moved Permanently,Test_user 1-71,,true,,291,237,2,2,http://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,122,0,65
1730499567084,622,HTTP Request of Login Page-1,200,OK,Test_user 1-71,text,true,,34946,237,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,570,0,136
1730499567410,472,HTTP Request of Login Page,200,OK,Test_user 1-70,text,false,Tidy Parser errors: 13 (allowed 0) Tidy Parser warnings: 131 (allowed 1),35237,474,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,128,0,72
1730499567410,128,HTTP Request of Login Page-0,301,Moved Permanently,Test_user 1-70,,true,,291,237,2,2,http://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,128,0,72
1730499567539,343,HTTP Request of Login Page-1,200,OK,Test_user 1-70,text,true,,34946,237,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,287,0,0
1730499567713,493,HTTP Request of Login Page,200,OK,Test_user 1-71,text,false,Tidy Parser errors: 13 (allowed 0) Tidy Parser warnings: 131 (allowed 1),35237,474,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,133,0,69
1730499567713,133,HTTP Request of Login Page-0,301,Moved Permanently,Test_user 1-71,,true,,291,237,2,2,http://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,133,0,69
1730499567846,360,HTTP Request of Login Page-1,200,OK,Test_user 1-71,text,true,,34946,237,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,304,0,0
1730499567962,653,HTTP Request of Login Page,200,OK,Test_user 1-72,text,false,Tidy Parser errors: 13 (allowed 0) Tidy Parser warnings: 131 (allowed 1),35237,474,2,2,https://en.wikipedia.org/w/index.php?returnto=Login&title=Special:UserLogin&centralAuthAutologinTried=1&centralAuthError=Not+centrally+logged+in,128,0,72
